date,state,city,card_provider,response_code,amount
1457881118,California,Mountain View,AMEX,Approved,99.0592133
1462407297,Virginia,Ashburn,MASTERCARD,Approved,33.05149336
1467330902,Virginia,Ashburn,VISA,Approved,3226.444138
1454910430,Virginia,Ashburn,AMEX,Approved,2457.456638
1457271702,California,Emeryville,VISA,Approved,444.3804033
1452934858,California,Menlo Park,VISA,Approved,1995.335135
1456715358,Ohio,Cincinnati,AMEX,Do not honor,175.0082395
1453379820,California,Mountain View,MASTERCARD,Incorrect PIN,350.8595223
1458177613,California,Mountain View,AMEX,Approved,1813.263079
1463289400,California,Mountain View,VISA,Approved,1141.019381
1455193282,California,Mountain View,VISA,Approved,119.3871201
1462509469,California,Mountain View,MASTERCARD,Do not honor,4230.623734
1466324078,New York,Buffalo,VISA,Insufficient funds,4858.693016
1462532932,California,Palo Alto,MASTERCARD,Incorrect PIN,289.1224664
1458580074,Arizona,Phoenix,DISCOVER,Issuer unavailable,1296.542495
1463744907,Virginia,Fairfax,AMEX,Approved,901.7096132
1454117833,California,Mountain View,AMEX,Approved,404.9928539
1455432244,Delaware,Wilmington,MASTERCARD,Approved,3644.775526
1464395187,Washington,Redmond,VISA,Do not honor,1273.026061
1466151895,California,Mountain View,VISA,Insufficient funds,2535.048223
1458004227,Washington,Redmond,MASTERCARD,Incorrect PIN,328.259286
1460330345,Texas,Dallas,VISA,Do not honor,77.66322114
1454372757,California,Sunnyvale,VISA,Approved,576.8935541
1454520671,California,Mountain View,VISA,Approved,5880.227311
1457862253,Ohio,Cincinnati,AMEX,Approved,5403.73824
1452366426,Washington,Redmond,MASTERCARD,Do not honor,1459.555478
1454329137,California,San Jose,VISA,Incorrect PIN,2191.704921
1462615017,Washington,Redmond,AMEX,Approved,4937.601716
1464252048,California,San Francisco,AMEX,Approved,3996.028937
1454392382,California,San Francisco,VISA,Do not honor,144.4862602
1459659736,Pennsylvania,Reading,VISA,Insufficient funds,2807.545958
1461534716,California,Menlo Park,MASTERCARD,Approved,1900.668678
1454000203,California,Menlo Park,DISCOVER,Approved,4996.041196
1455282721,California,Menlo Park,DISCOVER,Approved,1303.595639
1452298068,California,Menlo Park,MASTERCARD,Approved,3626.766998
1454007093,Michigan,Saginaw,MASTERCARD,Invalid transaction,4020.247549
1454705160,Washington,Redmond,AMEX,Insufficient funds,1453.663469
1452185473,California,Mountain View,VISA,Approved,1543.810666
1452496150,California,Mountain View,VISA,Do not honor,4623.590568
1460930819,Ohio,Cincinnati,MASTERCARD,Approved,491.9752752
1464518809,Louisiana,New Orleans,MASTERCARD,Approved,323.18437
1456390505,Washington,Redmond,AMEX,Approved,5378.278013
1464806308,Washington,Redmond,MASTERCARD,Approved,4685.873487
1456538422,California,Mountain View,VISA,Approved,663.237741
1458131624,Washington,Seattle,AMEX,Do not honor,2647.803573
1466534045,Washington,Seattle,AMEX,Insufficient funds,940.7932305
1455481597,Washington,Redmond,VISA,Incorrect PIN,417.6548177
1466425255,California,Palo Alto,VISA,Approved,237.4761742
1453397136,California,Palo Alto,VISA,Approved,154.3247549
1461856958,California,Palo Alto,VISA,Approved,845.0505593
1463120759,California,Menlo Park,MASTERCARD,Approved,671.9973083
1453068216,California,Menlo Park,MASTERCARD,Approved,23.05840876
1466874979,Oregon,Boardman,MASTERCARD,Approved,1923.368118
1453289401,Oregon,Portland,DISCOVER,Approved,1626.982886
1456736320,Texas,Flower Mound,MASTERCARD,Approved,4919.706482
1461894253,Ohio,Cincinnati,MASTERCARD,Approved,2896.779112
1453286606,Washington,Redmond,VISA,Approved,3533.043856
1459200258,California,Menlo Park,MASTERCARD,Do not honor,201.7318034
1455407652,Wisconsin,Gleason,VISA,Approved,796.7671697
1466451172,Washington,Redmond,AMEX,Approved,367.1246672
1455651221,Virginia,Ashburn,MASTERCARD,Approved,483.9890015
1462475941,Virginia,Charlottesville,MASTERCARD,Approved,1111.631877
1461717948,Ohio,Cincinnati,MASTERCARD,Approved,3284.923238
1455597646,Indiana,South Bend,MASTERCARD,Approved,23.95274214
1459467933,California,Menlo Park,MASTERCARD,Do not honor,383.6117968
1458371027,Washington,Seattle,DISCOVER,Insufficient funds,175.5563068
1467369667,California,Mountain View,AMEX,Incorrect PIN,2436.455514
1466917432,Texas,Dallas,MASTERCARD,Approved,2084.928037
1456870711,California,Mountain View,VISA,Approved,172.2885741
1456933224,California,Mountain View,VISA,Approved,2652.955953
1466673417,Indiana,Indianapolis,MASTERCARD,Approved,679.4938952
1453175443,California,Sunnyvale,VISA,Approved,1621.89439
1452852238,Ohio,Cincinnati,AMEX,Do not honor,1626.572611
1464390058,Ohio,Cincinnati,VISA,Invalid transaction,1491.171648
1458354498,Washington,Seattle,VISA,Insufficient funds,809.7821946
1460751969,California,Mountain View,VISA,Incorrect PIN,4596.308035
1462305576,California,Mountain View,AMEX,Restricted card,450.3005905
1461089680,Washington,Redmond,VISA,Issuer unavailable,756.7160873
1455469493,Washington,Seattle,VISA,Approved,716.6211221
1459658392,Florida,Gainesville,MASTERCARD,Incorrect PIN,1184.130242
1463122266,Virginia,Ashburn,MASTERCARD,Approved,2160.437266
1458575406,Ohio,Cincinnati,DISCOVER,Do not honor,3334.63965
1459814319,New Jersey,Absecon,DISCOVER,Issuer unavailable,747.6456586
1461775801,California,Mountain View,VISA,Approved,1543.846089
1451953754,California,Palo Alto,AMEX,Approved,8333.66551
1466829096,California,San Jose,MASTERCARD,Approved,2837.999669
1462843076,Illinois,DeKalb,DISCOVER,Approved,249.9549251
1462220741,California,Mountain View,MASTERCARD,Approved,7968.870556
1460397258,Virginia,Blacksburg,MASTERCARD,Approved,2757.087428
1462020461,Texas,Abilene,VISA,Approved,1157.440162
1455277066,California,Mountain View,DISCOVER,Approved,2126.064396
1460890198,California,Mountain View,AMEX,Do not honor,4221.915601
1464016459,Ohio,Cincinnati,MASTERCARD,Approved,168.5345227
1459665764,California,San Francisco,VISA,Incorrect PIN,898.9738971
1459009964,New York,New York,MASTERCARD,Approved,1329.004429
1466068381,California,Menlo Park,AMEX,Approved,285.4897764
1452730085,Virginia,Ashburn,AMEX,Approved,989.1783202
1454155493,Ohio,Cincinnati,VISA,Approved,39.71358209
1451940421,California,Mountain View,VISA,Approved,2455.407387
1454118292,Washington,Redmond,AMEX,Do not honor,121.7640835
1463231299,Kentucky,Harlan,MASTERCARD,Issuer unavailable,2187.796384
1464718536,Washington,Redmond,MASTERCARD,Approved,1974.409803
1451861745,Washington,Redmond,VISA,Pick-up card,375.9764198
1460593408,Washington,Redmond,VISA,Incorrect PIN,100.9092839
1454470691,Virginia,Ashburn,MASTERCARD,Approved,7169.268117
1456470086,District of Columbia,Washington,MASTERCARD,Approved,2198.544154
1456312800,California,Mountain View,MASTERCARD,Approved,3569.337821
1451867280,California,Menlo Park,MASTERCARD,Approved,2052.328531
1459475700,Ohio,Cincinnati,MASTERCARD,Approved,2548.625212
1465789020,California,Mountain View,MASTERCARD,Approved,509.3481626
1458725904,California,Mountain View,AMEX,Approved,3.04883315
1465100755,Michigan,Ann Arbor,MASTERCARD,Incorrect PIN,530.2443929
1454868517,Virginia,Ashburn,DISCOVER,Approved,121.0473176
1463969102,California,Mountain View,MASTERCARD,Do not honor,1515.235718
1465046944,California,Mountain View,VISA,Invalid transaction,225.7929191
1455439892,California,Mountain View,VISA,Insufficient funds,1006.771575
1454138986,California,Redwood City,VISA,Incorrect PIN,647.1646334
1466550709,Washington,Redmond,AMEX,Approved,144.1287074
1458932376,Ohio,Cincinnati,MASTERCARD,Approved,7252.970085
1460095759,California,Sunnyvale,MASTERCARD,Insufficient funds,655.6854542
1454914871,Virginia,Ashburn,VISA,Approved,148.4631592
1456313704,Washington,Redmond,AMEX,Approved,3254.154956
1458807268,Ohio,Cincinnati,MASTERCARD,Do not honor,501.7382488
1453712117,Ohio,Cincinnati,MASTERCARD,Approved,2020.952884
1466973702,California,Mountain View,MASTERCARD,Approved,2804.394295
1464578541,California,Mountain View,MASTERCARD,Approved,841.9392508
1464287071,California,San Bruno,MASTERCARD,Do not honor,382.5281265
1457000706,Washington,Redmond,VISA,Approved,2455.533606
1462287029,California,Oakland,MASTERCARD,Approved,8911.047004
1455815448,California,Brea,AMEX,Approved,220.5784746
1464027808,California,Menlo Park,VISA,Approved,530.1609319
1462374920,Ohio,Cincinnati,MASTERCARD,Approved,1518.955426
1465674319,New York,New York,AMEX,Approved,3221.174804
1457542764,California,Los Angeles,VISA,Approved,1835.832301
1456238146,New Jersey,Absecon,VISA,Do not honor,2963.805407
1454815467,Washington,Redmond,VISA,Approved,40.41007606
1465908053,Ohio,Cincinnati,VISA,Approved,622.7020366
1454730983,Georgia,Atlanta,MASTERCARD,Approved,1043.048038
1456284683,California,Sunnyvale,MASTERCARD,Approved,3705.038755
1465638996,Virginia,Ashburn,VISA,Approved,947.9733926
1458840230,Washington,Seattle,MASTERCARD,Approved,201.9221001
1452694558,New Mexico,Albuquerque,MASTERCARD,Pick-up card,3.185846951
1465738297,Virginia,Ashburn,MASTERCARD,Do not honor,2434.41596
1457699380,California,Redwood City,AMEX,Insufficient funds,1349.878506
1456644851,California,Mountain View,MASTERCARD,Approved,167.3942376
1453130164,Idaho,Moscow,AMEX,Approved,2875.323578
1463074644,Oregon,Boardman,VISA,Approved,3417.01525
1455740251,Virginia,Ashburn,VISA,Do not honor,1628.309026
1453249879,Ohio,Cincinnati,AMEX,Approved,577.6596816
1460392658,New Jersey,Parsippany,MASTERCARD,Approved,447.9329348
1465909217,California,Mountain View,MASTERCARD,Do not honor,628.0261672
1466595908,California,Mountain View,VISA,Approved,298.0834726
1461796421,Kansas,Lenexa,MASTERCARD,Do not honor,354.5639477
1457210156,California,Palo Alto,VISA,Insufficient funds,2161.153696
1456023220,California,Palo Alto,VISA,Approved,1134.625355
1462134445,California,Mountain View,MASTERCARD,Approved,2124.388808
1457055974,California,Pinole,VISA,Approved,1235.591426
1463362756,Ohio,Cincinnati,VISA,Approved,1164.631266
1467331901,Washington,Veradale,VISA,Insufficient funds,2750.108738
1454907974,California,Mountain View,MASTERCARD,Approved,100.3718701
1464519553,New York,Cortland,MASTERCARD,Approved,3399.248735
1462901969,California,Roseville,VISA,Approved,1724.431803
1457458823,California,Menlo Park,VISA,Approved,964.0690539
1459944356,Texas,Manvel,VISA,Approved,229.4885987
1460276543,California,Mountain View,VISA,Approved,1827.759966
1464953879,Missouri,Kansas City,VISA,Approved,108.3497593
1458769237,Virginia,Fairfax Station,AMEX,Approved,2110.304245
1459850255,California,Mountain View,VISA,Approved,7941.58772
1453812784,Ohio,Cincinnati,AMEX,Approved,6313.143871
1460316211,California,Mountain View,AMEX,Incorrect PIN,1279.082689
1454890893,Washington,Redmond,MASTERCARD,Approved,3244.748634
1453723364,California,Menlo Park,VISA,Approved,3264.408085
1454722665,California,Mountain View,VISA,Approved,15003.48521
1456914061,Washington,Redmond,VISA,Approved,1134.668865
1466319994,California,Mountain View,DISCOVER,Approved,320.062793
1459495223,Ohio,Cincinnati,MASTERCARD,Approved,6495.329442
1463339473,California,Mountain View,VISA,Approved,1048.869269
1456489011,California,Santa Clara,AMEX,Approved,84.2325199
1451836497,California,Santa Clara,VISA,Approved,1381.356197
1463119882,California,Santa Clara,MASTERCARD,Approved,690.5593921
1457043499,Washington,Redmond,MASTERCARD,Approved,2576.521699
1463016907,Florida,Zephyrhills,MASTERCARD,Approved,631.4710644
1453854640,California,Menlo Park,VISA,Approved,860.608237
1459114744,Washington,Redmond,VISA,Approved,3124.378525
1466683264,Virginia,Ashburn,AMEX,Approved,4937.309454
1464592581,Virginia,Ashburn,MASTERCARD,Approved,413.9471602
1455270738,Washington,Seattle,MASTERCARD,Approved,2132.584132
1456896311,Washington,Redmond,VISA,Approved,2068.001603
1456445025,Texas,Fort Worth,VISA,Approved,3506.597851
1464348473,California,Mountain View,VISA,Approved,3258.17783
1465331784,California,Sunnyvale,VISA,Approved,4370.300164
1464510361,Tennessee,Memphis,VISA,Approved,3.685618101
1461234486,Ohio,Cincinnati,DISCOVER,Approved,841.758208
1454884477,Delaware,Wilmington,MASTERCARD,Approved,1863.130729
1466972870,Washington,Renton,VISA,Approved,746.7985219
1455907596,California,San Jose,AMEX,Approved,1299.672917
1465530534,California,Mountain View,MASTERCARD,Approved,5346.072604
1453382140,Utah,Providence,VISA,Approved,908.6371621
1451975294,California,Mountain View,MASTERCARD,Do not honor,38.74410253
1463513222,California,Mountain View,VISA,Insufficient funds,5092.090919
1454637240,Florida,Miami,MASTERCARD,Approved,3604.449609
1461374819,Washington,Redmond,AMEX,Approved,1910.818229
1451827196,District of Columbia,Washington,VISA,Approved,1347.123675
1458707800,Ohio,Cincinnati,VISA,Insufficient funds,685.4729449
1465921680,Washington,Redmond,VISA,Approved,4231.49087
1466664897,Virginia,Ashburn,AMEX,Insufficient funds,257.9581536
1463504342,California,Mountain View,MASTERCARD,Approved,544.2700154
1453280107,California,Mountain View,AMEX,Approved,1436.334559
1453621790,Ohio,Cincinnati,AMEX,Approved,26.2463023
1453926419,Washington,Seattle,AMEX,Approved,105.084897
1451810371,Washington,Redmond,VISA,Approved,742.4537755
1461456239,California,Mountain View,VISA,Approved,1019.241721
1462785265,Ohio,Cincinnati,MASTERCARD,Do not honor,342.5237778
1452346068,California,Mountain View,VISA,Insufficient funds,2504.83216
1453444548,California,Mountain View,MASTERCARD,Incorrect PIN,3383.562055
1464381857,California,Patterson,VISA,PIN tries exceeded,79.26017666
1459948815,Washington,Redmond,AMEX,Approved,49.02010591
1462265195,California,Mountain View,DISCOVER,Approved,2397.723918
1458219858,California,Mountain View,MASTERCARD,Approved,941.0847219
1453757111,California,Mountain View,AMEX,Do not honor,1529.063294
1462569518,Ohio,Cincinnati,AMEX,Approved,6155.752954
1451859246,California,Mountain View,AMEX,Approved,7803.802703
1457829190,Washington,Redmond,MASTERCARD,Insufficient funds,3061.200491
1464569299,Washington,Redmond,MASTERCARD,Approved,43.09287672
1455661325,Virginia,Ashburn,VISA,Approved,1085.479337
1457554744,Washington,Redmond,VISA,Do not honor,471.3838816
1452217746,Arizona,Buckeye,MASTERCARD,Approved,1241.693361
1462566628,California,Mountain View,MASTERCARD,Approved,95.09919386
1465790930,California,Mountain View,VISA,Do not honor,2130.027524
1452897687,California,Mountain View,VISA,Insufficient funds,1660.634499
1463197765,Washington,Seattle,MASTERCARD,Approved,532.6707349
1456609676,California,Mountain View,MASTERCARD,Approved,4251.739157
1463576866,Illinois,Chicago,AMEX,Approved,165.6819809
1456731258,Missouri,Kansas City,AMEX,Incorrect PIN,2827.88276
1465311919,New York,Albany,VISA,Approved,1086.167547
1454447406,Virginia,Chantilly,VISA,Approved,865.5390701
1455057647,Washington,Redmond,VISA,Approved,3480.330361
1462416993,California,San Francisco,VISA,Do not honor,72.23050698
1453456218,Ohio,Cincinnati,VISA,Insufficient funds,4905.210945
1459251913,Virginia,Ashburn,VISA,Approved,474.0376994
1465353744,Washington,Redmond,MASTERCARD,Approved,67.9546875
1455107380,Virginia,Ashburn,MASTERCARD,Approved,61.40242389
1461600206,Virginia,Ashburn,MASTERCARD,Approved,354.6370227
1457313896,Washington,Redmond,AMEX,Approved,1086.461615
1453405295,North Carolina,Raleigh,MASTERCARD,Approved,910.7715488
1459584470,California,Mountain View,MASTERCARD,Approved,1151.991941
1457048633,California,Mountain View,VISA,Approved,8158.399149
1455345623,Washington,Redmond,VISA,Insufficient funds,404.8416304
1452652250,Ohio,Cincinnati,MASTERCARD,Approved,1421.372899
1462292325,Washington,Redmond,AMEX,Insufficient funds,3322.813067
1456762222,California,Mountain View,MASTERCARD,Approved,1532.772537
1457110017,Virginia,Ashburn,VISA,Do not honor,6579.354698
1463129266,California,Menlo Park,AMEX,Incorrect PIN,679.701747
1458999454,California,Mountain View,MASTERCARD,Approved,4093.602024
1451923627,California,Mountain View,MASTERCARD,Insufficient funds,104.6079178
1464904227,Virginia,Chantilly,VISA,Approved,3524.430489
1461557119,California,San Jose,MASTERCARD,Approved,1744.464367
1463559455,New Jersey,Matawan,AMEX,Approved,1890.76067
1466022974,Washington,Redmond,DISCOVER,Insufficient funds,561.7903078
1454610012,California,Menlo Park,AMEX,Approved,1378.993627
1456890159,Ohio,Cincinnati,AMEX,Insufficient funds,4663.786356
1461977180,California,Menlo Park,AMEX,Approved,372.4292547
1460691424,Washington,Redmond,VISA,Do not honor,2898.360103
1459755388,California,Mountain View,MASTERCARD,Approved,4023.982151
1458905974,Washington,Seattle,VISA,Insufficient funds,1311.944976
1455443848,Virginia,Ashburn,VISA,Approved,165.7959991
1455738992,New Mexico,Albuquerque,VISA,Do not honor,2237.941145
1465278912,New York,New York,MASTERCARD,Insufficient funds,750.3707788
1461302256,Virginia,Ashburn,MASTERCARD,Approved,2379.081799
1462364345,Washington,Seattle,MASTERCARD,Approved,219.2417882
1466875762,Ohio,Cincinnati,AMEX,Do not honor,3701.65074
1459159104,California,Menlo Park,MASTERCARD,Insufficient funds,1428.063791
1462368945,Washington,Redmond,MASTERCARD,Incorrect PIN,636.718115
1463020254,California,Mountain View,VISA,Approved,656.1105835
1464202020,Washington,Redmond,AMEX,Do not honor,2001.91798
1462489415,Ohio,Cincinnati,VISA,Insufficient funds,3068.455007
1457806351,Florida,Miami,DISCOVER,Incorrect PIN,1216.64075
1465205991,Ohio,Cincinnati,VISA,Approved,587.9016931
1454572971,Washington,Redmond,VISA,Insufficient funds,4688.366765
1464484600,Pennsylvania,Philadelphia,MASTERCARD,Incorrect PIN,3240.627961
1461107208,Ohio,Cincinnati,AMEX,Approved,1017.929268
1465699958,California,Mountain View,VISA,Approved,1298.75655
1464778165,Ohio,Cincinnati,VISA,Insufficient funds,2150.393985
1464795261,Nebraska,Omaha,VISA,Approved,3422.309149
1455336072,New Jersey,Absecon,DISCOVER,Insufficient funds,299.931265
1463530643,Washington,Redmond,MASTERCARD,Approved,3993.722533
1452524057,Illinois,Ingleside,MASTERCARD,Approved,378.2837487
1458173046,California,Mountain View,MASTERCARD,Approved,5087.737925
1465057756,Washington,Redmond,AMEX,Do not honor,265.2793481
1457816905,Washington,Redmond,MASTERCARD,Incorrect PIN,1244.441693
1464207813,Washington,Redmond,AMEX,Approved,160.3703089
1464529578,Washington,Redmond,VISA,Do not honor,1075.068158
1451852449,Texas,El Paso,VISA,Approved,2027.518574
1453951112,California,Mountain View,AMEX,Incorrect PIN,2920.142098
1455845868,Mississippi,Biloxi,AMEX,Approved,1102.941545
1464855355,California,Mountain View,MASTERCARD,Approved,8955.823183
1454208057,California,Modesto,MASTERCARD,Do not honor,4737.75689
1454641049,Oklahoma,Oklahoma City,VISA,Approved,216.5343506
1454777066,California,Mountain View,AMEX,Incorrect PIN,4148.655179
1463943496,Ohio,Cincinnati,MASTERCARD,Approved,3876.978845
1465143973,Washington,Redmond,VISA,Approved,2201.24786
1457970478,Virginia,Ashburn,MASTERCARD,Approved,540.820014
1466189192,Texas,Pflugerville,VISA,Approved,6498.077339
1461782517,Virginia,Ashburn,MASTERCARD,Approved,960.3955632
1462981338,Montana,Bozeman,MASTERCARD,Approved,859.2831887
1457042908,Ohio,Cincinnati,AMEX,Do not honor,5853.924521
1462416183,California,Sacramento,VISA,Approved,1958.389668
1466766897,California,Mountain View,VISA,Do not honor,1180.822968
1456993637,California,Mountain View,MASTERCARD,Approved,906.0731615
1466516074,California,Mountain View,VISA,Do not honor,7676.240333
1458597603,California,Menlo Park,VISA,Insufficient funds,2766.904169
1463021931,Missouri,Springfield,VISA,Incorrect PIN,1857.089523
1463040899,Mississippi,Biloxi,MASTERCARD,Approved,2745.661271
1459853150,Ohio,Cincinnati,MASTERCARD,Invalid merchant,637.5977769
1455577419,California,Mountain View,DISCOVER,Incorrect PIN,1429.896861
1453857432,California,Mountain View,VISA,Approved,3282.036915
1459403931,California,Mountain View,VISA,Insufficient funds,38.19868322
1460185058,California,Mountain View,DISCOVER,Approved,415.1063304
1463923074,Virginia,Ashburn,VISA,Do not honor,1683.601491
1455687181,Ohio,Cincinnati,VISA,Issuer unavailable,2230.596929
1452986642,Virginia,Ashburn,AMEX,Approved,794.1165585
1452391039,California,Mountain View,VISA,Approved,968.6046793
1467354452,California,Mountain View,AMEX,Approved,1941.869532
1456906667,Louisiana,Arcadia,MASTERCARD,Approved,4276.043304
1453792855,Washington,Redmond,AMEX,Insufficient funds,831.8082496
1462796052,Washington,Redmond,VISA,Approved,501.8087599
1454775128,Washington,Seattle,VISA,Invalid merchant,2281.380818
1459877811,California,Menlo Park,VISA,Do not honor,2867.07889
1465226347,Washington,Redmond,MASTERCARD,Insufficient funds,211.4444392
1456133076,Washington,Redmond,MASTERCARD,Incorrect PIN,59.42209245
1460212289,Texas,San Antonio,MASTERCARD,PIN tries exceeded,349.119341
1466152201,Washington,Redmond,DISCOVER,Issuer unavailable,223.1843451
1460673649,California,San Francisco,MASTERCARD,Approved,2898.530153
1458571632,Virginia,Ashburn,MASTERCARD,Do not honor,1176.540012
1460110372,Ohio,Cincinnati,MASTERCARD,Approved,11749.06114
1467402565,Virginia,Ashburn,MASTERCARD,Insufficient funds,126.1577524
1454506498,Virginia,Ashburn,MASTERCARD,Approved,6895.100462
1453708396,Virginia,Ashburn,VISA,Do not honor,2061.65775
1452858425,Virginia,Ashburn,AMEX,Incorrect PIN,128.8758445
1459982802,California,Menlo Park,MASTERCARD,Approved,3094.908272
1458421002,Washington,Seattle,DISCOVER,Do not honor,1375.646502
1463002451,Ohio,Cincinnati,VISA,Invalid transaction,3475.90428
1457696029,California,Sunnyvale,VISA,Insufficient funds,3564.31901
1456428486,California,Menlo Park,MASTERCARD,Incorrect PIN,316.2745914
1455951320,California,Menlo Park,AMEX,PIN tries exceeded,1441.239563
1455215414,Ohio,Cincinnati,VISA,Approved,5001.112151
1463677717,Texas,Houston,DISCOVER,Do not honor,920.9877615
1459883916,Washington,Seattle,MASTERCARD,Insufficient funds,5986.522486
1456475525,Washington,Seattle,MASTERCARD,Incorrect PIN,246.3267927
1467349452,Ohio,Cincinnati,VISA,Approved,33.13265125
1454046919,California,Mountain View,VISA,Approved,4268.619609
1465457812,California,Mountain View,VISA,Approved,56.23629754
1460461223,California,Mountain View,MASTERCARD,Incorrect PIN,6611.29564
1460497859,Wisconsin,Verona,MASTERCARD,Approved,638.6237104
1465284665,Washington,Redmond,AMEX,Do not honor,14.40266214
1456962084,California,Mountain View,VISA,Approved,2375.129455
1454920969,Ohio,Cincinnati,VISA,Approved,594.4752294
1465154972,California,Bellflower,AMEX,Approved,197.0572983
1465962035,California,Menlo Park,VISA,Do not honor,5385.374886
1466752744,Washington,Seattle,AMEX,Invalid card number,1462.718503
1466159227,Virginia,Ashburn,AMEX,Insufficient funds,22.22886723
1452549008,Massachusetts,Littleton,VISA,Incorrect PIN,711.9773827
1459110836,Nevada,Las Vegas,MASTERCARD,Approved,902.8893146
1458890506,California,Mountain View,VISA,Approved,2494.457245
1459993492,Ohio,Cincinnati,VISA,Approved,981.6821615
1455439761,Virginia,Ashburn,AMEX,Approved,2461.228152
1461985216,California,Menlo Park,MASTERCARD,Approved,2676.771445
1460224088,California,Sunnyvale,VISA,Approved,7989.265084
1459447027,Arizona,Phoenix,VISA,Do not honor,2071.821196
1465709938,Ohio,Cincinnati,VISA,Insufficient funds,3654.653214
1464717192,Washington,Kenmore,VISA,Approved,2428.746922
1456147127,California,Mountain View,VISA,Approved,968.5457547
1464011788,California,San Francisco,MASTERCARD,Insufficient funds,1769.66867
1453360875,Washington,Seattle,MASTERCARD,Do not honor,2192.033618
1467335979,California,Mountain View,AMEX,Invalid transaction,214.2562822
1463946286,Ohio,Cincinnati,AMEX,Stolen card - pick-up,5026.275044
1459554077,California,Menlo Park,AMEX,Approved,11237.24902
1462932106,California,Menlo Park,VISA,Do not honor,2538.460118
1460064265,Washington,Seattle,MASTERCARD,Insufficient funds,3822.496599
1453078497,California,Menlo Park,VISA,Approved,788.7382365
1466031089,California,Redwood City,VISA,Approved,2474.4949
1459381806,California,Mountain View,VISA,Approved,752.0683964
1453665230,Washington,Seattle,MASTERCARD,Do not honor,8.869427448
1461693127,Ohio,Cincinnati,VISA,Approved,693.1032278
1462704673,Virginia,Ashburn,MASTERCARD,Approved,1440.393629
1458573814,Ohio,Cincinnati,MASTERCARD,Do not honor,1100.850835
1463748496,Texas,Plano,AMEX,Insufficient funds,924.5730754
1465346537,Ohio,Cincinnati,DISCOVER,Approved,1386.776479
1452607079,California,Mountain View,VISA,Approved,7713.988994
1461286726,California,Mountain View,VISA,Approved,2277.931838
1459321590,California,Mountain View,MASTERCARD,Approved,6805.424605
1452353727,California,Mountain View,VISA,Approved,2192.203073
1466977438,California,Mountain View,VISA,Insufficient funds,3203.51927
1457632610,Ohio,Cincinnati,AMEX,Insufficient funds,850.4990474
1458960148,California,Menlo Park,AMEX,Incorrect PIN,9574.074001
1465369895,California,Mountain View,AMEX,Approved,5025.939386
1459747563,California,Mountain View,AMEX,Approved,5676.226911
1456178391,Ohio,Cincinnati,MASTERCARD,Approved,848.7040879
1460233521,Pennsylvania,Clarks Summit,MASTERCARD,Approved,127.4403828
1455190074,Pennsylvania,Clarks Summit,VISA,Approved,1032.636929
1457390356,Texas,Houston,MASTERCARD,Approved,5792.156771
1463144830,New Jersey,Absecon,VISA,Approved,2042.363765
1460385822,Virginia,Ashburn,VISA,Approved,300.8323422
1456430990,California,Anaheim,MASTERCARD,Approved,1039.101387
1452597674,California,Mountain View,AMEX,Approved,568.3323128
1461202661,Ohio,Cincinnati,MASTERCARD,Incorrect PIN,1674.710475
1465281139,Pennsylvania,Pittsburgh,MASTERCARD,Approved,3785.799366
1460949479,Washington,Redmond,AMEX,Approved,167.6584729
1464101238,Oklahoma,Tulsa,MASTERCARD,Approved,588.7437866
1464342588,Washington,Redmond,MASTERCARD,Do not honor,427.0497901
1455061456,Virginia,Ashburn,MASTERCARD,Approved,4149.871013
1466382625,California,Mountain View,AMEX,Approved,1703.301018
1458277588,Ohio,Cincinnati,VISA,Approved,564.2911219
1467369109,Texas,Arlington,VISA,Approved,622.1701864
1460648311,Georgia,Atlanta,VISA,Approved,6726.735692
1462601274,California,Menlo Park,MASTERCARD,Approved,2964.34466
1463191832,California,Menlo Park,AMEX,Approved,2521.166803
1459606294,California,Menlo Park,VISA,Approved,2514.627279
1462155451,California,Menlo Park,MASTERCARD,Approved,347.0392451
1459194819,California,Menlo Park,VISA,Approved,2399.915829
1459410472,California,Menlo Park,AMEX,Approved,210.8626946
1452461262,California,San Francisco,MASTERCARD,Approved,2209.573065
1454433065,California,Menlo Park,VISA,Approved,343.6072515
1455855914,California,Menlo Park,MASTERCARD,Approved,1420.391581
1457722725,California,Menlo Park,VISA,Approved,311.8499533
1454177672,California,Mountain View,MASTERCARD,Approved,553.1993284
1464009666,California,Mountain View,DISCOVER,Approved,4168.787128
1464910459,California,Paradise,AMEX,Approved,750.8149927
1455493405,California,Sunnyvale,AMEX,Approved,32.84659865
1456467419,Ohio,Cincinnati,VISA,Approved,1598.316272
1455856330,California,Menlo Park,AMEX,Approved,8296.349795
1463846833,California,Sunnyvale,AMEX,Approved,2885.840588
1466948205,New York,New York,MASTERCARD,Approved,4800.518192
1452636124,Ohio,Cincinnati,MASTERCARD,Approved,1514.479152
1452297317,Washington,Redmond,VISA,Approved,526.896126
1466167291,Washington,Seattle,VISA,Approved,992.0116005
1463390112,California,Mountain View,DISCOVER,Do not honor,2531.969822
1463879294,California,Mountain View,DISCOVER,Approved,4687.160311
1464858455,Washington,Redmond,VISA,Approved,272.1092078
1457133636,California,Mountain View,VISA,Approved,406.3782532
1458695330,Virginia,Ashburn,AMEX,Approved,435.1316397
1458958722,Washington,Redmond,VISA,Approved,678.4811116
1462744813,California,Mountain View,MASTERCARD,Approved,3537.320731
